NCBI accession,GTDB accession,GTDB taxonomy,NCBI FTP path
GCF_000224675.1,RS_GCF_001654845.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter soli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/675/GCF_000224675.1_ASM22467v1
GCF_004116975.1,RS_GCF_001654965.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus hauseri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/116/975/GCF_004116975.1_ASM411697v1
GCF_900475855.1,RS_GCF_001655055.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia heimbachae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/855/GCF_900475855.1_46338_B02
GCF_001659785.1,RS_GCF_001659785.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia timorensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/785/GCF_001659785.1_ASM165978v1
GCF_000956315.1,RS_GCF_001660005.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borrelia;s__Borrelia hermsii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/956/315/GCF_000956315.1_ASM95631v1
GCF_001660485.1,RS_GCF_001660485.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces;s__Agromyces aureus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/485/GCF_001660485.1_ASM166048v1
GCF_001661075.1,RS_GCF_001661075.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E silesiensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/075/GCF_001661075.1_ASM166107v1
GCF_014211955.1,RS_GCF_001661675.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceicoccus;s__Croceicoccus marinus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/211/955/GCF_014211955.1_ASM1421195v1
GCF_001663155.1,RS_GCF_001663155.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter;s__Altererythrobacter ishigakiensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/155/GCF_001663155.1_ASM166315v1
GCF_001663175.1,RS_GCF_001663175.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter neustonensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/175/GCF_001663175.1_ASM166317v1
GCF_001676745.1,RS_GCF_001676705.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_C;s__Bordetella_C bronchialis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/676/745/GCF_001676745.1_ASM167674v1
GCF_001676725.1,RS_GCF_001676725.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_C;s__Bordetella_C flabilis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/676/725/GCF_001676725.1_ASM167672v1
GCF_001677435.1,RS_GCF_001677435.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__Woeseia;s__Woeseia oceani,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/435/GCF_001677435.1_ASM167743v1
GCF_001678905.1,RS_GCF_001678905.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter;s__Dermabacter vaginalis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/905/GCF_001678905.1_ASM167890v1
GCF_900477945.1,RS_GCF_001679045.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus haemolyticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/945/GCF_900477945.1_45473_H02
GCF_001679725.1,RS_GCF_001679725.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium arcticum_A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/725/GCF_001679725.1_ASM167972v1
GCF_000376545.2,RS_GCF_001681715.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Epibacterium;s__Epibacterium mobile,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/545/GCF_000376545.2_ASM37654v2
GCF_001682385.1,RS_GCF_001682385.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus;s__Azoarcus olearius,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/682/385/GCF_001682385.1_ASM168238v1
GCF_900097105.1,RS_GCF_001683795.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia glycaniphila,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/097/105/GCF_900097105.1_WK001
GCF_003344445.1,RS_GCF_001685355.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lincolnensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/445/GCF_003344445.1_ASM334444v1
GCF_001685395.1,RS_GCF_001685395.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_A;s__Paenibacillus_A yonginensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/395/GCF_001685395.1_ASM168539v1
GCF_001685415.1,RS_GCF_001685415.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Serinicoccus;s__Serinicoccus hydrothermalis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/415/GCF_001685415.1_ASM168541v1
GCF_001686985.1,RS_GCF_001686985.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium amorphae_B,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/985/GCF_001686985.1_ASM168698v1
GCF_001687475.2,RS_GCF_001687475.2,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D hepaticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/475/GCF_001687475.2_ASM168747v2
GCF_001687545.1,RS_GCF_001687545.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Paraurantiacibacter;s__Paraurantiacibacter namhicola,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/545/GCF_001687545.1_ASM168754v1
GCF_001687565.2,RS_GCF_001687565.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus;s__Planococcus antarcticus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/565/GCF_001687565.2_ASM168756v2
GCF_001687585.2,RS_GCF_001687585.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus;s__Planococcus halocryophilus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/585/GCF_001687585.2_ASM168758v2
GCF_001687605.2,RS_GCF_001687605.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus;s__Planococcus plakortidis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/605/GCF_001687605.2_ASM168760v2
GCF_001687625.2,RS_GCF_001687625.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus;s__Planococcus maritimus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/625/GCF_001687625.2_ASM168762v2
GCF_001687665.2,RS_GCF_001687665.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus;s__Planococcus donghaensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/665/GCF_001687665.2_ASM168766v2
GCF_001688725.2,RS_GCF_001688725.2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/725/GCF_001688725.2_ASM168872v2
GCF_001693385.1,RS_GCF_001693385.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium icense,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1
GCF_001693515.2,RS_GCF_001693515.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium paxllaeri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/515/GCF_001693515.2_ASM169351v2
GCF_900659885.1,RS_GCF_001693815.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia lapidicapta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/659/885/GCF_900659885.1_TLA
GCF_001697185.1,RS_GCF_001697185.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Wenyingzhuangia;s__Wenyingzhuangia fucanilytica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/185/GCF_001697185.1_ASM169718v1
GCF_001697225.1,RS_GCF_001697225.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae;g__Immundisolibacter;s__Immundisolibacter cernigliae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/225/GCF_001697225.1_ASM169722v1
GCF_001698205.1,RS_GCF_001698205.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__Tsuneonella dongtanensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/205/GCF_001698205.1_ASM169820v1
GCF_001701025.1,RS_GCF_001701025.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Lentzea;s__Lentzea guizhouensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/701/025/GCF_001701025.1_ASM170102v1
GCF_001701045.1,RS_GCF_001701045.1,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/701/045/GCF_001701045.1_ASM170104v1
GCF_001704115.1,RS_GCF_001704115.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter larvae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/115/GCF_001704115.1_ASM170411v1
GCF_001704615.3,RS_GCF_001704615.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter defluvii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/615/GCF_001704615.3_ASM170461v3
GCF_001708305.1,RS_GCF_001708305.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus himalayensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/305/GCF_001708305.1_ASM170830v1
GCF_001708405.1,RS_GCF_001708405.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__Kangiella;s__Kangiella sediminilitoris,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/405/GCF_001708405.1_ASM170840v1
GCF_001717955.1,RS_GCF_001717955.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas panacis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/955/GCF_001717955.1_ASM171795v1
GCF_001719165.1,RS_GCF_001719165.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter litoralis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/165/GCF_001719165.1_ASM171916v1
GCF_001721685.1,RS_GCF_001721685.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Salisediminibacterium;s__Salisediminibacterium beveridgei,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/685/GCF_001721685.1_ASM172168v1
GCF_008932245.1,RS_GCF_001723275.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium alkalisoli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/932/245/GCF_008932245.1_ASM893224v1
GCF_001723605.1,RS_GCF_001723605.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum halorespirans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/605/GCF_001723605.1_ASM172360v1
GCF_001729245.1,RS_GCF_001729245.1,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira tipperaryensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/245/GCF_001729245.1_ASM172924v1
GCF_001729805.1,RS_GCF_001729805.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/805/GCF_001729805.1_ASM172980v1
GCF_001735765.2,RS_GCF_001735765.2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium taeniosporum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/765/GCF_001735765.2_ASM173576v2
GCF_001735805.1,RS_GCF_001735805.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces fodineus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/805/GCF_001735805.1_ASM173580v1
GCF_001741865.1,RS_GCF_001741865.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea vaviloviae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/741/865/GCF_001741865.1_ASM174186v1
GCF_001742145.1,RS_GCF_001742145.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium parmentieri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/145/GCF_001742145.1_ASM174214v1
GCF_001742185.1,RS_GCF_001742185.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium wasabiae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/185/GCF_001742185.1_ASM174218v1
GCF_001746835.1,RS_GCF_001746835.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Lacunisphaera limnophila,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/746/835/GCF_001746835.1_ASM174683v1
GCF_001747405.1,RS_GCF_001747405.1,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum limnaeum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/405/GCF_001747405.1_ASM174740v1
GCF_001750105.1,RS_GCF_001750105.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer aggregans,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/105/GCF_001750105.1_ASM175010v1
GCF_001750685.1,RS_GCF_001750685.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Thermotaleaceae;g__Geosporobacter;s__Geosporobacter ferrireducens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/685/GCF_001750685.1_ASM175068v1
GCF_001750725.1,RS_GCF_001750725.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/725/GCF_001750725.1_ASM175072v1
GCF_001753205.1,RS_GCF_001753205.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina ureilytica,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/205/GCF_001753205.1_ASM175320v1
GCF_001753245.1,RS_GCF_001753245.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Acidihalobacteraceae;g__Acidihalobacter;s__Acidihalobacter prosperus_A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/245/GCF_001753245.1_ASM175324v1
GCF_001761325.1,RS_GCF_001761325.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Urechidicola;s__Urechidicola croceus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/325/GCF_001761325.1_ASM176132v1
GCF_001761365.1,RS_GCF_001761365.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter vadi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/365/GCF_001761365.1_ASM176136v1
GCF_001761385.1,RS_GCF_001761385.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga crassostreae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/385/GCF_001761385.1_ASM176138v1
GCF_001761465.1,RS_GCF_001761465.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium gilvum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/465/GCF_001761465.1_ASM176146v1
GCF_001761545.1,RS_GCF_001761545.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella soli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/545/GCF_001761545.1_ASM176154v1
GCF_001766235.1,RS_GCF_001766235.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter ascendens,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/766/235/GCF_001766235.1_ASM176623v1
GCF_001787355.1,RS_GCF_001787335.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Kozakia;s__Kozakia baliensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/787/355/GCF_001787355.1_ASM178735v1
GCF_000185885.1,RS_GCF_001792775.2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus pseudintermedius,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/885/GCF_000185885.1_ASM18588v1
GCF_001831475.1,RS_GCF_001831475.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium crassostreae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/831/475/GCF_001831475.1_ASM183147v1
GCF_001831495.1,RS_GCF_001831495.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Thalassotalea_A;s__Thalassotalea_A crassostreae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/831/495/GCF_001831495.1_ASM183149v1
GCF_001854125.1,RS_GCF_001854125.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter salinus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1
GCF_002080475.1,RS_GCF_001854185.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Natronincolaceae;g__Clostridium_W;s__Clostridium_W formicaceticum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/475/GCF_002080475.1_ASM208047v1
GCF_001854325.1,RS_GCF_001854325.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus malaysiensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/325/GCF_001854325.1_ASM185432v1
GCF_001856685.1,RS_GCF_001856685.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Boudabousia;s__Boudabousia tangfeifanii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/685/GCF_001856685.1_ASM185668v1
GCF_001857965.1,RS_GCF_001857965.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium commune,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/857/965/GCF_001857965.1_ASM185796v1
GCF_001865575.1,RS_GCF_001865575.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sprentiae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/575/GCF_001865575.1_ASM186557v1
GCF_001870205.1,RS_GCF_001870205.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus;s__Vagococcus teuberi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/205/GCF_001870205.1_ASM187020v1
GCF_001877035.1,RS_GCF_001877035.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD estertheticum,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/877/035/GCF_001877035.1_ASM187703v1
GCF_001880225.1,RS_GCF_001880225.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Pseudofrancisella;s__Pseudofrancisella frigiditurris,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/880/225/GCF_001880225.1_ASM188022v1
GCF_001880325.1,RS_GCF_001880325.1,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus brockianus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/880/325/GCF_001880325.1_ASM188032v1
GCF_009739945.1,RS_GCF_001884105.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A luti,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/739/945/GCF_009739945.1_ASM973994v1
GCF_000195555.1,RS_GCF_001885235.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella;s__Francisella hispaniensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/555/GCF_000195555.1_ASM19555v1
GCF_002290025.1,RS_GCF_001886265.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B thailandicus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/025/GCF_002290025.1_ASM229002v1
GCF_001886615.1,RS_GCF_001886615.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas aestuarii,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/615/GCF_001886615.1_ASM188661v1
GCF_001886715.1,RS_GCF_001886715.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__Nocardia mangyaensis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/715/GCF_001886715.1_ASM188671v1
GCF_001886815.1,RS_GCF_001886815.1,d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__Caldithrix abyssi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/815/GCF_001886815.1_ASM188681v1
GCF_001887595.1,RS_GCF_001887595.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter;s__Luteibacter rhizovicinus,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/595/GCF_001887595.1_ASM188759v1
